key;title;year;month;day;journal;issn;volume;issue;pages;authors;url;language;publisher;location;abstract;notes;doi;keywords;pubmed_id;pmc_id;PDF files;[]
rayyan-146535459;How Multidimensional Is Emotional Intelligence? Bifactor Modeling of Global and Broad Emotional Abilities of the Geneva Emotional Competence Test;2021;3;;JOURNAL OF INTELLIGENCE;;9;1;;Simonet, V, Daniel and Miller, Katherine E. and Askew, Kevin L. and Sumner, Kenneth E. and Mortillaro, Marcello and Schlegel, Katja;;English;;;Drawing upon multidimensional theories of intelligence, the current paper evaluates if the Geneva Emotional Competence Test (GECo) fits within a higher-order intelligence space and if emotional intelligence (EI) branches predict distinct criteria related to adjustment and motivation. Using a combination of classical and S-1 bifactor models, we find that (a) a first-order oblique and bifactor model provide excellent and comparably fitting representation of an EI structure with self-regulatory skills operating independent of general ability, (b) residualized EI abilities uniquely predict criteria over general cognitive ability as referenced by fluid intelligence, and (c) emotion recognition and regulation incrementally predict grade point average (GPA) and affective engagement in opposing directions, after controlling for fluid general ability and the Big Five personality traits. Results are qualified by psychometric analyses suggesting only emotion regulation has enough determinacy and reliable variance beyond a general ability factor to be treated as a manifest score in analyses and interpretation. Findings call for renewed, albeit tempered, research on EI as a multidimensional intelligence and highlight the need for refined assessment of emotional perception, understanding, and management to allow focused analyses of different EI abilities.;;10.3390/jintelligence9010014;;;;;
rayyan-217341494;Explaining a Hybrid Competency-Meritocracy Model for Selection of Hospitals Executive Managers: A Scoping Review;2025;;;Medical Journal of the Islamic Republic of Iran;;39;1;;Dargahi, Hossein and Khonsari, Mohammad Hossein Ketabchi and Kooshkebaghi, Mahdi;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217102223&doi=10.47176%2fmjiri.39.6&partnerID=40&md5=562d08f551f79dd71acac92bb0b51471;;;;;Cited by: 0;;;;;;
rayyan-217341496;The importance of socio-emotional skills for multiple life outcomes and the role of education;2025;;;Handbook of Education and Work;;;;75 – 104;Belfi, Barbara and Borghans, Lex;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001743860&doi=10.4337%2f9781035309917.00010&partnerID=40&md5=09f40667be91b124b39ec1eb5b17b298;;;;;Cited by: 0;10.4337/9781035309917.00010;;;;;
rayyan-217341502;Adaptation and study of psychometric properties of the Socioemotional Competencies Scale (ECSE) in a sample of Colombian students between 12 and 18 years old;;;;;;;;;;;;;;;;;;;;;
rayyan-217341503;Teacher feedback and students’ self-concept, intrinsic value, and achievement in mathematics: Juxtaposing between- and within-person perspectives on long-term reciprocal relationships;2025;;;Contemporary Educational Psychology;;81;;;Hübner, Nicolas and Winstone, Naomi and Merk, Samuel and Hattie, John;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003096991&doi=10.1016%2fj.cedpsych.2025.102365&partnerID=40&md5=2866cccff248330b0533d001e962a46f;;;;;Cited by: 0;10.1016/j.cedpsych.2025.102365;;;;;
rayyan-217342280;Differences in change goals between personality traits and social, emotional, and behavioral skills;2025;7;;PERSONALITY AND INDIVIDUAL DIFFERENCES;;241;;;Feraco, Tommaso and Hudson, Nathan W. and Soto, Christopher J.;;English;;;Although research suggests that most people want to change their personality traits, previous studies have neither explored whether individuals also desire to change the social, emotional, and behavioral (SEB) skills linked to those traits, nor whether people have different beliefs about the malleability of skills vs. traits. In the present within-person experiment, 264 young adults from the US and Italy rated their desire to change each of the Big Five personality traits and the corresponding domains of SEB skills. They also rated their beliefs about the feasibility, motivation, and impact of making these changes. Results showed that participants reported similar or higher scores for skills, compared to traits, across all measured outcomes. Specifically, scores for social engagement and self-management skills were consistently higher than those for extraversion and conscientiousness. These findings indicate that people believe it to be more desirable-and more feasible-to change some SEB skills than the corresponding personality traits.;;10.1016/j.paid.2025.113200;;;;;
rayyan-217342281;Adolescents' social-emotional skills profiles, relationships at school, school anxiety, and educational aspirations;2025;6;;EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION;;40;2;;Huttunen, Ida and Upadyaya, Katja and Salmela-Aro, Katariina;;English;;;This study examined adolescents' social-emotional skills profiles before the educational transition to upper secondary education. Further, the study examined differences in gender;;;;;;;
rayyan-217342282;Academic agency and educational attainment: The intersection of SES, ethnicity and sex;2025;5;;LEARNING AND INDIVIDUAL DIFFERENCES;;120;;;Schoon, Ingrid and Mele, Francesca and Burger, Kaspar;;English;;;Drawing on the nationally representative Longitudinal Study of Young People in England (LSYPE;;;;;;;
rayyan-217342283;Hurry up and wait: Developmental anxiety during the transition to adulthood;2025;;;JOURNAL OF FAMILY THEORY \& REVIEW;;;;;Ratner, Kaylin and Budesheim, Erin F. and Alexander, Chelsea S. and Klein, Robert C. and Leinenweber, Simone and Zhang, Lei and Zhao, Talia Yue and Garcia Romero, Oswaldo and Napolitano, Christopher M.;;English;;;Growing up is rarely easy, yet adolescents and young adults today are reporting distress at rates never seen before. We propose this trend can be traced to societal forces that accelerate and suppress development, resulting in developmental anxiety (i.e., worry about meeting adult milestones on time, if ever). Drawing on foundational theories from developmental and family sciences, we introduce hurries and waits as umbrella terms for these simultaneous and contradictory forces and explain how developmental anxiety may arise from the tension they place on young people. We next identify strengths that both young people and their families can use to navigate hurry-wait tension, and close with an agenda for future research. This updated, systems-based lens on the transition to adulthood prepares the field to help young people achieve the fulfilling adult life that previous generations looked forward to with greater promise.;;10.1111/jftr.12621;;;;;
rayyan-217342284;Association between urbanization levels and frailty among middle-aged and older adults in China: evidence from the CHARLS;2025;3;;BMC MEDICINE;;23;1;;Xie, Xinlan and Que, Jiaqun and Sun, Linsu and Sun, Tao and Yang, Feng;;English;;;Background Rapid urbanization is underway in China. However, the impact of urbanization on frailty remains unclear. This study aims to investigate the relationship between urbanization and frailty among middle-aged and older adults. Methods We analyzed nationally representative data from the China Health and Retirement Longitudinal Study (CHARLS) spanning 2011 to 2018. After applying inclusion and exclusion criteria, 10,758 non-frail individuals at baseline were analyzed. The exposure of interest was the comprehensive urbanization level. Urbanization level (0.072-0.689) was assessed using the entropy method. Frailty was assessed using the frailty index (FI), which ranges from 0 to 100. Frailty was defined as FI >= 25, and the urbanization-frailty association was assessed using - the restricted cubic spline (RCS) expressions and Cox proportional hazards models. Least absolute shrinkage and selection operator (LASSO) regression were employed to evaluate major factors associated with frailty. Results The results revealed a U-shaped nonlinear association between urbanization level and frailty incidence, with a turning point at 0.3 (P-nonlinear < 0.001). In the Cox model, for urbanization scores below 0.3, each ten-percentile increase was associated with an HR of 0.871 (95\% CI 0.843-0.900, P < 0.05). Conversely, scores at or above 0.3 had an HR of 1.178 (95\% CI 1.053-1.319, P < 0.05) per ten-percentile increase. In the subgroup analysis of participants with urbanization scores below 0.3, there was a significant interaction between current work status and subgroups with dyslipidemia. LASSO regression showed that, for urbanization scores < 0.3, total retail sales (coefficient = - 0.129) and per capita income (coefficient = - 0.071) were most protective against frailty. For scores >= 0.3, key urbanization factors associated with increased frailty risk included the number of college students per 10,000 people (coefficient = 0.080) and the proportion of built-up land in the urban area (coefficient = 0.060). Conclusions Urbanization level had U-shaped association with frailty incidence. Factors such as total retail sales of consumer goods per capita, per capita disposable income of urban residents, and the number of college students per 10,000 people may be key in formulating a strategy for frailty prevention.;;10.1186/s12916-025-03961-y;;;;;
rayyan-217342285;Role of leaders' positive mindset in mitigating the effects of crises on organizations: The case of Canadian organizations;2025;3;;PLOS ONE;;20;3;;Ouakouak, Mohammed Laid and Ouedraogo, Noufou and Hewapathirana, Gertrude I. and Zaitouni, Michel;;English;;;Maintaining a positive mindset is important for leadership effectiveness and may even be more important in times of a crisis because such a mindset contributes to organizational survival and resilience. In this study, we examined whether leaders' positive mindset helped to mitigate the harmful effects of the COVID-19 crisis on organizations and if so, how. To address this issue, we conducted an empirical study through LinkedIn with 165 participants working in various organizations in Canada. The results show that leaders' positive mindset positively impacts leaders' innovative behavior. However, leaders' innovative behavior did not attenuate the negative effects of the COVID-19 crisis on organizations, except when we introduce the use of information and communication technology (ICT) and the provision of psychological support to employees as moderators. The implications of these findings for both theory and practice, as well as some future research directions are discussed.;;10.1371/journal.pone.0319931;;;;;
rayyan-217342286;Changes in social, emotional, and behavioral skills are associated with changes in secondary school students' important outcomes;2025;;;EUROPEAN JOURNAL OF PERSONALITY;;;;;Napolitano, Christopher M. and Soto, Christopher J. and Sewell, Madison N. and Yoon, Hee Jun and Roberts, Brent W.;;English;;;Evidence across the social sciences suggests the importance of social, emotional, and behavioral (SEB) skills for a wide variety of youth outcomes. However, most of this work is cross-sectional. We know little about how patterns of change in adolescents' SEB skills may be related to commensurate patterns of change in important outcomes across an academic year. Drawing from a sample of American secondary school students (N = 942), this longitudinal study employs latent change score models to fill that gap. We report four key findings. We find that (1) a short version of the Behavioral, Emotional, and Social Skills Inventory (BESSI) is psychometrically suitable for longitudinal analyses. We further find that (2) SEB skills are highly stable, on average, but also (3) characterized by significant between-person variation in change. Centrally, we find that (4) positive changes in SEB skills are related to changes in academic engagement, friendship quality, anxiety, depression, life satisfaction, as well as other measures of social and emotional competencies. Taken together, the results suggest that SEB skills are malleable, but future work is needed to identify patterns of change and develop and test targeted interventions.;;10.1177/08902070251328046;;;;;
rayyan-217342287;Challenges and Opportunities for the Assessment of Social-Emotional Skills;2025;;;ECNU REVIEW OF EDUCATION;;;;;De Fruyt, Filip and Scheirlinckx, Joyce;;English;;;Purpose This review paper addresses three major challenges hindering progress in the field of social-emotional learning in education.Design/Approach/Methods We first discuss how social-emotional skills could be conceptualized, contrasting identity versus self-efficacy approaches. Second, we argue to develop more objective assessments of social-emotional skills and their development, as a supplement of currently and frequently used self- and informant descriptions relying on Likert-based scales. Third and finally, we discuss recurrent issues that are raised when debating the implementation of social-emotional skill learning in the classroom.Findings The review suggests that, at this point in time, both self-efficacy and identity conceptualizations of social-emotional skills are valuable approaches. Future research will need to explore which conceptualization for which skills demonstrates the best predictive validity, taking into account the nature of outcomes and contexts. The desired characteristics of more objective social-emotional skill measures are defined, and we encourage to examine how these overlap with self-reports using construct maps. Finally, we underscore the importance of having a comprehensive and evidence-informed taxonomy of social-emotional skills to guide the debate on the inclusion of social-emotional skill learning in curricula and its implementation in the classroom.Originality/Value This short review is primarily written for practitioners and policymakers to give a quick and accessible update on the key challenges in social-emotional learning today. The review should trigger more in-depth reading on the topic, but also support readers to understand current problems and help them dealing with questions and potential objections that might be raised by different stakeholders.;;10.1177/20965311251319355;;;;;
rayyan-217342288;The mental health and social emotional skills of students with different learning difficulties in China;2025;;;ANNALS OF DYSLEXIA;;;;;Wang, Ling-ling and Huang, Dan-xin and Cai, Dan and Georgiou, George K.;;English;;;This study aimed to examine the mental health and social-emotional skills of individuals with mathematics difficulties (MD), reading difficulties (RD), and comorbid difficulties (MDRD) in China. Students with MD (n = 35), RD (n = 27), MDRD (n = 43), and typically-developing peers (TD, n = 167) completed the Children's Depression Inventory, the Children's Loneliness Questionnaire, the Social Anxiety Questionnaire, and the Survey on Social Emotional Skills (SSES). In regard to mental health, results showed that MDRD experienced significantly higher levels of loneliness compared to TD, while MD had significantly higher levels of depression than TD. No significant differences were found in mental health outcomes between the MD, RD, and MDRD groups. In regard to social-emotional skills, the results showed that MD had significantly lower levels of persistence, responsibility, self-control, emotional control, curiosity, and energy compared to TD. MDRD also showed significantly lower curiosity compared to TD. There were no significant differences in task performance, emotional regulation, collaboration, and open-mindedness among the MD, RD, and MDRD groups. These findings suggest that different learning difficulties are associated with distinct profiles of mental health and social-emotional skills.;;10.1007/s11881-025-00325-2;;;;;
rayyan-217342289;Ready for What's Next? The Associations Between Social, Emotional, and Behavioral Skills and Career Adaptability in High School Students;2025;;;JOURNAL OF ADOLESCENCE;;;;;Pellegrino, Gerardo and Feraco, Tommaso and Meneghetti, Chiara and Carretti, Barbara;;English;;;Introduction: Transitioning from school to higher education or work is a pivotal moment in a student's life, requiring life-changing decisions. During this period, students who have acquired a wide range of Social, Emotional, and Behavioral (SEB) skills may feel more confident regarding their capacity to adapt positively to future challenges and difficulties. Our study aimed to test whether five SEB skills domains (self-management, innovation, social engagement, cooperation, and emotional resilience skills) were associated with four career adaptability resources (i.e., concern, control, curiosity, and confidence). Methods: A cross-sectional study was conducted on 350 Italian students (143 boys;;;;;;;
rayyan-217342290;A fine-grained human facial key feature extraction and fusion method for emotion recognition;2025;2;;SCIENTIFIC REPORTS;;15;1;;Li, Shiwei and Wang, Jisen and Tian, Linbo and Wang, Jianqiang and Huang, Yan;;English;;;Emotion, a fundamental mapping of human responses to external stimuli, has been extensively studied in human-computer interaction, particularly in areas such as intelligent cockpits and systems. However, accurately recognizing emotions from facial expressions remains a significant challenge due to lighting conditions, posture, and micro-expressions. Emotion recognition using global or local facial features is a key research direction. However, relying solely on global or local features often results in models that exhibit uneven attention across facial features, neglecting key variations critical for detecting emotional changes. This paper proposes a method for modeling and extracting key facial features by integrating global and local facial data. First, we construct a comprehensive image preprocessing model that includes super-resolution processing, lighting and shading processing, and texture enhancement. This preprocessing step significantly enriches the expression of image features. Second, A global facial feature recognition model is developed using an encoder-decoder architecture, which effectively eliminates environmental noise and generates a comprehensive global feature dataset for facial analysis. Simultaneously, the Haar cascade classifier is employed to extract refined features from key facial regions, including the eyes, mouth, and overall face, resulting in a corresponding local feature dataset. Finally, a two-branch convolutional neural network is designed to integrate both global and local facial feature datasets, enhancing the model's ability to recognize facial characteristics accurately. The global feature branch fully characterizes the global features of the face, while the local feature branch focuses on the local features. An adaptive fusion module integrates the global and local features, enhancing the model's ability to differentiate subtle emotional changes. To evaluate the accuracy and robustness of the model, we train and test it on the FER-2013 and JAFFE emotion datasets, achieving average accuracies of 80.59\% and 97.61\%, respectively. Compared to existing state-of-the-art models, our refined face feature extraction and fusion model demonstrates superior performance in emotion recognition. Additionally, the comparative analysis shows that emotional features across different faces show similarities. Building on psychological research, we categorize the dataset into three emotion classes: positive, neutral, and negative. The accuracy of emotion recognition is significantly improved under the new classification criteria. Additionally, the self-built dataset is used to validate further that this classification approach has important implications for practical applications.;;10.1038/s41598-025-90440-2;;;;;
rayyan-217342291;Digitally assessing social-emotional skills in early school years: initial validation of a screening instrument;2025;2;;FRONTIERS IN PSYCHOLOGY;;16;;;Kogler, Andrea and Gasteiger-Klicpera, Barbara and Prinz, Katharina and Paleczek, Lisa;;English;;;Introduction Social-emotional skills are essential in everyday interaction and develop in early and middle childhood. However, there is no German instrument to help primary school students identify their strengths and weaknesses in different social-emotional skills that does not rely on written language. This paper introduces a new digital instrument, the GraSEF: Grazer Screening to assess Social-Emotional Skills, which was developed to measure (1) Behavior in Social Situations, (2) Prosocial Behavior, (3) Emotion Regulation Strategies, (4) Emotion Recognition and (5) Self-Perception of Emotions using different test formats (e.g., situational judgement test, self-assessment, performance tests). In the GraSEF, students work through an online survey tool, using audio instructions to guide them through the test.Methods The present study analyses the responses of second graders (Mage = 8.23 years, SDage = 0.48, 48\% female). The intention was to gain initial insight into the instrument's psychometric quality and user-friendliness.Results In general, the instrument was found to have acceptable to good internal consistency, sufficient discriminatory power and item difficulty. However, one subtest (5: Self-Perception of Emotions), as well as three situations of the situational judgment test (1: Behavior in Social Situations), were excluded due to unsatisfactory fit and distribution. The validity check revealed low to moderate correlations between teacher rating and student scores. On average, students completed the screening in about 30 min and provided positive feedback regarding usability.Discussion While the small sample size only provides preliminary insight into the instrument's psychometric quality, the results suggest that the GraSEF can reliably measure various dimensions of social-emotional skills in second graders, even among those with low reading skills.;;10.3389/fpsyg.2025.1529083;;;;;
rayyan-217342293;The role of social, emotional, and behavioral skills for nature connectedness, action competence, and proenvironmental behaviors in adolescence;2025;;;ENVIRONMENTAL EDUCATION RESEARCH;;;;;Feraco, Tommaso and Carbone, Elena and Cramarossa, Giulia and Meneghetti, Chiara;;English;;;Following indications from international organizations, this study tests the associations between the five domains of social, emotional, and behavioral (SEB) skills (self-management, innovation, social engagement, cooperation, and emotional resilience) and two key antecedents of proenvironmental behavior, namely nature connectedness and self-perceived action competence for sustainability, in a sample of 702 students aged between 12 and 20 years (M = 16.18, SD = 2.15;;;;;;;
rayyan-324584018;Personality model for positive clinical psychology;;;;;;;;;;;;;;;;;;;;;
rayyan-324584026;Influence of professor transformational leadership on student emotional intelligence. Case of the Faculty of Engineering at the University of La Serena (Chile);;;;;;;;;;;;;;;;;;;;;
rayyan-324584027;Autonomy support and students' perceived social-emotional competence: predicting parent-reported social-emotional skills;2025;12;;SOCIAL PSYCHOLOGY OF EDUCATION;1381-2890;28;1;;Collie, Rebecca J. and Ryan, Richard M.;;;;;In this study, we investigated perceived social-emotional competence (PSEC) among 373 Australian secondary school students in relation to parent ratings of social-emotional skills, and perceived teacher and parental autonomy support. Using bifactor exploratory structural equation modelling, we examined five dimensions of PSEC (perceived competence for assertiveness, tolerance, social regulation, emotion regulation, and emotional awareness), identifying a global factor and five specific factors. Following that, we employed structural equation modelling to investigate links between these global and specific factors and five parent-reported social-emotional skills: leadership, cultural competence, teamwork, cognitive reappraisal, and capacity for emotional reflection. Global PSEC was associated positively with all skills, whereas the specific factors were, with one exception, each associated with greater parent-rated skill in a corresponding area (e.g., assertiveness with greater leadership skill;;;;;;;
rayyan-324584028;Soft skills in high schools: integrating self-regulated learning and social, emotional, and behavioral skills frameworks;2025;12;;SOCIAL PSYCHOLOGY OF EDUCATION;1381-2890;28;1;;Feraco, Tommaso and Bonelli, Roberta and Da Re, Lorenza and Meneghetti, Chiara;;;;;Social, emotional, and behavioral (SEB) skills- also known under labels like soft skills, 21st century skills, or social-emotional skills- are considered key factors for students' success, well-being, and social relationships, among others. However, literature on the topic relied on different frameworks and questionable measurement methods. Additionally, they usually did not integrate skills into classical self-regulated learning (SRL) frameworks. To overcome these limitations, we adopted the new integrative SEB framework and measured SEB skills, along with five SRL factors (academic self-efficacy, SRL strategies, mastery learning goals, growth mindset, and achievement emotions) and three outcomes (i.e., self-reported academic achievement, peer acceptance, and life satisfaction). Participants were 5,075 Italian high school students (M = 18.23 years old;;;;;;;
rayyan-324584029;Socio-emotional skills matter for academic resilience: A global perspective;2025;10;;LEARNING AND INDIVIDUAL DIFFERENCES;1041-6080;123;;;Wang, Faming and King, Ronnel B.;;;;;Disadvantaged students generally perform worse than their more advantaged peers. However, some resilient students are able to break from this mold and achieve high levels of academic performance. Rooted in the Big Five Theory, this study examined the extent to which socio-emotional skills (i.e., task performance, openmindedness, collaboration, engagement with others, and emotional regulation) are associated with academic resilience. Participants were 60,722 economically disadvantaged students from 31 countries/regions. Multilevel logistic regression was conducted. The results indicated that the socio-emotional skills of perseverance (task performance), curiosity (open-mindedness), and emotional control (emotional regulation) were positively associated with academic resilience. Surprisingly, cooperation was negatively associated with resilience, while empathy, assertiveness and stress resistance were not significantly associated with resilience. This study enriches the extant literature by demonstrating the critical role of socio-emotional skills in academic resilience. Additionally, it offers potential intervention targets that might be leveraged to promote resilience among disadvantaged populations. Educational relevance statement: Socio-emotional skills play a crucial role in fostering academic resilience across the globe. Students from disadvantaged backgrounds who exhibit higher levels of perseverance (task performance), curiosity (open-mindedness), and emotional control (emotional regulation) are more likely to achieve better academic outcomes. This study highlights the potential of schools to promote academic resilience by developing students' socio-emotional skills.;;10.1016/j.lindif.2025.102758;;;;;
rayyan-324584030;Network analysis of social-emotional skills in children and adolescents across ten cities: Evidence from the 2019 OECD Survey on Social and Emotional Skills;2025;9;;SOCIAL SCIENCE \& MEDICINE;0277-9536;381;;;Huo, Ming and Ning, Bo;;;;;This study analyzes data from the 2019 OECD Survey on Social and Emotional Skills (SSES), assessing socialemotional skills of 10- and 15-year-olds (n = 60, 985) across ten cities in nine countries: the United States (Houston), Canada (Ottawa), Russia (Moscow), Finland (Helsinki), Portugal (Sintra), Turkey (Istanbul), China (Suzhou), South Korea (Daegu), and Colombia (Bogota<acute accent> and Manizales). Fifteen skills were examined, including assertiveness, cooperation, creativity, curiosity, emotional control, empathy, energy, optimism, persistence, responsibility, self-control, sociability, stress resistance, tolerance, and trust. Using network analysis, this study identified that cooperation and optimism were consistently among the most central skills, although the degree of their centrality varied across different age groups and cities. In contrast, energy showed weaker connections to other skills among 10-year-olds but stronger connections among 15-year-old in every city. The networks of children and adolescents differed in overall structure and in the global strength of skill interconnections, both in cross-city and most city-specific comparisons. The transition from childhood to adolescence is marked not only by differences in the importance of specific skills, but also by changes in the interactions among them.;;10.1016/j.socscimed.2025.118286;;;;;
rayyan-324584031;Virtual reality in skill development through user experience and technology advancements;2025;8;;DISCOVER COMPUTING;2948-2984;28;1;;Ichsan, Mochammad Hannats Hanafi and Sik-Lanyi, Cecilia and Guzsvinecz, Tibor;;;;;New technologies, such as Virtual Reality (VR) / Virtual Environment (VE), which focus on User Experience (UX) to provide more engaging and immersive experiences, can help people grow their skills. Technology advancement is also an essential component of VR development. However, the literature needs to contain more studies on using VR as an assistive tool for skill development. This study aims to explore the impact of VR technological advancements on skill development through UX design taxonomies using a Systematic Literature Review (SLR). Skill development classification was conducted based on social, emotional, and behavioral (SEB) aspects. The selected studies that met the eligibility selection criteria were examined and synthesized. The study's findings highlight the necessity of technology development for VR technology to accomplish UX for skill development, allowing them to become more self-sufficient. This research can enrich researchers and VR developers, particularly software, hardware, and artificial intelligence (AI) experts. More research should be conducted on the long-term use of VR as an assistive device, particularly for those seeking skill improvement to improve their quality of life.;;10.1007/s10791-025-09703-1;;;;;
rayyan-324584032;The Potential of Soft Skills. Associations Between the Big Five Soft Skills and Career and Academic Success;2025;;;DIAGNOSTICA;0012-1924;;;;Danner, Daniel and Oeljeklaus, Lydia and Saint-Macary, Louise and Lechner, Clemens M.;;;;;Soft skills are job-related resources associated with emotions, thoughts, and behaviors. The Big Five Soft Skills model describes the five domains: Extraversion (at work), Social Competence (agreeableness at work), Discipline (conscientiousness at work), Resilience (emotional stability at work), and Intellectual Flexibility (openness at work). We used two heterogeneous samples (N = 262 and N = 290) to demonstrate that self-rated soft skills are related to outcomes such as educational attainment, income, health, job satisfaction, turnover intentions, and burnout risk, in some cases beyond cognitive abilities and personality traits. We employed a student sample (N = 262) to show that self-rated soft skills can predict academic grades, even when students are instructed to respond as they would in a job-application situation. The results also show that describing specific facets vs. global domains (e. g., sociability, assertiveness, enthusiasm vs. global extraversion) enables a better prediction of external criteria and a deeper understanding of associations between soft skills and outcome variables.;;10.1026/0012-1924/a000348;;;;;
rayyan-324584033;Emotional Intelligence as a Crucial Skill for the Next Generation: Cluster Analysis of Czech University Students;2025;9;;NEW HORIZONS IN ADULT EDUCATION AND HUMAN RESOURCE DEVELOPMENT;1939-4225;37;3;191-205;Kasparova, Petra and Travnickova, Hana;;;;;This paper aims to map the level of emotional intelligence (EI) among Czech university students. The questionnaire survey conducted among 161 Czech students in December 2023 was based on Goleman's EI test. He divided EI into five essential competencies: self-awareness, managing emotions, motivating oneself, empathy and social skills. Using cluster analysis, students were further divided into three groups based on their self-assessment in the five listed categories. The relevance of individual competencies was also compared with employers' requirements for career skills. This analysis was based on a survey carried out as part of the World Economic Forum in 2023. From the overall assessment, it can be concluded that future employees (current students) feel most strongly about self-awareness and empathy. On the other hand, they should set self-motivation, social skills, and emotional management as development priorities within EI.;;10.1177/19394225251356894;;;;;
rayyan-324584034;Unveiling social-emotional excellence: A network perspective on social-emotional skills in children and adolescents;2025;;;BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY;0261-510X;;;;Huo, Ming and Ning, Bo;;;;;This study investigates the network structure and interconnections of social-emotional skills among high-achieving 10- and 15-year-old students. Using cross-sectional data from the 2019 Organization for Economic Co-operation and Development Survey on Social and Emotional Skills, we identified central skills and examined how these skills interacted within the networks of the two age cohorts. The sample included 7731 10-year-olds and 7430 15-year-olds from 10 cities across nine countries. Empathy and cooperation were identified as the most central skills in the network of high-achieving 10-year-olds, while cooperation uniquely remained central among 15-year-olds. We also observed denser and more integrated network structures in adolescence. These findings highlight the importance of central skills, particularly cooperation and empathy, in fostering social-emotional competence through developmentally tailored educational programmes.;;10.1111/bjdp.70008;;;;;
rayyan-324584035;Personality functioning across clinical and nonclinical models: further evidence for conceptual convergence between different traditions and the status of personality functioning as a competence construct;2025;10;;JOURNAL OF RESEARCH IN PERSONALITY;0092-6566;118;;;Jauk, Emanuel and Sieber-Frank, Sarah and Hilje, Clara Carvalho and Kanske, Philipp and Steinmayr, Ricarda and Ehrenthal, Johannes C.;;;;;Personality functioning (PF) is the central criterion for personality pathology in clinical models. Nonclinical personality models assume emotional intelligence or the general factor of personality as general indicators of adaptiveness. Both are conceptualized as more competence-like than solely trait-like. It has rarely been investigated (1) whether these constructs might assess the same latent dimension, and (2) if they indeed reflect competencies beyond traits. In three samples (N = 592), we observed (1) high convergence between all constructs. (2) PF was related to a full-scale emotional competence performance measure (Mayer-Salovey-Caruso Emotional Intelligence Test), supporting its status as a competence construct. (3) Further, all constructs are strongly saturated with PF variance, and PF can be reliably estimated from common personality scales.;;10.1016/j.jrp.2025.104633;;;;;
rayyan-324584036;Socioeconomic gaps in socio-emotional skills across cultures: The role of school-based interpersonal relationships;2025;7;;SOCIAL PSYCHOLOGY OF EDUCATION;1381-2890;28;1;;Wang, Faming and Zeng, Lily Min and King, Ronnel B.;;;;;Socioeconomic gaps in academic achievement have been widely documented. However, whether and to what extent these socioeconomic gaps extend to the domain of socio-emotional skills is still relatively underexplored. Furthermore, limited research has examined the potential mechanisms that might help explain this relationship. To address these gaps, this study investigated socioeconomic gaps in socio-emotional skills and whether school-based interpersonal relationships may help explain their association. The participants were 31,187 10-year-old and 29,798 15-year-old students from ten cities across nine countries. The Big Five framework, which organizes skills into five broad domains and more specific facets was used to classify socio-emotional skills. The results of multilevel structural equation modeling indicated that socioeconomic gaps were present in eight out of the 15 socio-emotional skills more specifically, we found socioeconomic gaps in persistence, emotional control, empathy, trust, tolerance, creativity, sociability, and assertiveness. However, we did not find gaps in self-control, responsibility, stress resistance, optimism, cooperation, curiosity, and energy. At a broader level, there seem to be more differences in the domains of collaboration and social engagement compared to emotion regulation and task performance. Empathy, trust, sociability, and assertiveness showed the strongest disparities among students from different economic strata. School-based interpersonal relationships partly explained these gaps. Students from more advantaged families experienced more positive school-based interpersonal relationships, which in turn, facilitated higher socio-emotional skills. The theoretical and practical implications are discussed.;;10.1007/s11218-025-10100-1;;;;;
rayyan-324584037;Behavioral Variability as a Function of People, Situations, and Their Interaction;2025;;;JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY;0022-3514;;;;Xi, Muchen and Jackson, Joshua J.;;;;;Behavioral variability has long been a central topic in personality psychology. Traditionally, research has focused on differences in mean levels of behavior across situations and time, rather than taking a situation-specific approach to variability. These approaches neglect variability (or the opposite, consistency) within a situation, often treating within-situation variability as mere error. This study investigates three primary questions involving behavioral variability: (a) Is variability a general characteristic of individuals or contingent on situational factors? (b) Do situations influence behavioral variability either by allowing for more behavioral variability or by increasing behavioral consistency? (c) Do personality traits interact with situations to affect variability? Utilizing intensive longitudinal data from two studies, we developed a novel person-in-situ density distribution model to capture person-specific within-situation variability. Our findings indicate that behavioral variability is not solely a function of individual differences but also significantly shaped by situational contexts. Meanwhile, contrary to the strong situation hypothesis, which emphasizes that situations tend to constrain behaviors, the present study found situations influence behavioral variability in both directions, making people more and less variable. Finally, personality traits were found to moderate the impact of situations on behavioral consistency, suggesting that variability reflects the interplay between person and situation factors. These results highlight the importance of considering behavioral variability within situations, which offers insights into personality dynamics rather than exclusively focusing on mean-level analyses. The implications of the person-in-situ density distribution model for studying person-situation transactions are also discussed.;;10.1037/pspp0000563;;;;;
